,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
380,Biak,-0.9131,122.8766,80.58,75,92,5.06,ID,1660790596
381,Santa Rosa,14.3122,121.1114,85.98,84,100,2.84,PH,1660790599
382,Ormara,25.2088,64.6357,82.02,89,100,12.91,PK,1660790601
383,Kerch,45.3583,36.4758,77.65,68,10,2.26,UA,1660790604
384,Namatanai,-3.6667,152.4333,82.51,75,61,10.87,PG,1660790606
385,lakes entrance,,,,,,,,
386,Weligama,5.9667,80.4167,81.63,73,85,10.89,LK,1660790609
387,Magadan,59.5667,150.8,60.53,97,100,5.19,RU,1660790611
388,Zonguldak,41.25,31.8333,61.95,68,0,4.36,TR,1660790614
389,Yerbogachën,61.2767,108.0108,50.94,95,100,5.77,RU,1660790616
390,Tromsø,69.6496,18.957,46.42,93,75,5.75,NO,1660790619
391,Mousthéni,40.8667,24.1167,67.71,53,0,4.65,GR,1660790621
392,Sakaiminato,35.55,133.2333,82.38,74,75,5.75,JP,1660790359
393,Manggar,-2.8833,108.2667,84.94,68,24,16.33,ID,1660790626
394,Port Pirie,-33.1833,138.0167,57.69,83,98,13.04,AU,1660790628
395,Dudinka,69.4058,86.1778,51.62,54,9,20.31,RU,1660790631
396,Vasterhaninge,59.1167,18.1,63.84,95,100,5.01,SE,1660790634
397,Okitipupa,6.5047,4.7839,70.86,97,100,2.51,NG,1660790636
398,Gbarnga,6.9956,-9.4722,65.97,99,64,1.77,LR,1660790639
399,General Roca,-39.0333,-67.5833,41.63,47,1,12.59,AR,1660790641
400,Māngrol,21.1167,70.1167,80.56,86,100,20.15,IN,1660790644
401,Luwuk,-0.9516,122.7875,82.72,76,90,4.68,ID,1660790646
402,jiddah,,,,,,,,
403,Ardeşen,41.1911,40.9875,77.59,87,93,1.57,TR,1660790649
404,Mehrān,33.1222,46.1646,93.69,10,7,6.46,IR,1660790651
405,Watrous,51.6668,-105.4679,71.38,68,74,4.61,CA,1660790654
406,Forsytheganj,52.6333,29.7333,59.65,83,30,7.09,BY,1660790656
407,Marsh Harbour,26.5412,-77.0636,84.45,72,22,8.66,BS,1660790659
408,Ambilobe,-13.2,49.05,61.41,87,40,4.36,MG,1660790661
409,Saint Anthony,45.0205,-93.218,74.21,89,100,11.5,US,1660790664
410,Batagay-Alyta,67.8006,130.4114,58.46,64,94,3.58,RU,1660790667
411,meyungs,,,,,,,,
412,Acajutla,13.5928,-89.8275,79.2,81,76,2.48,SV,1660790669
413,Zharkent,44.1628,80,72.55,17,7,6.15,KZ,1660790672
414,Marzuq,14.4,46.4667,77.22,59,100,3.8,YE,1660790674
415,rungata,,,,,,,,
416,Show Low,34.2542,-110.0298,68.07,86,0,6.91,US,1660790677
417,Port Hueneme,34.1478,-119.1951,87.78,81,75,13.8,US,1660790422
418,Shingū,33.7333,135.9833,88.2,64,91,11.3,JP,1660790681
419,Florianópolis,-27.6146,-48.5012,66.42,90,40,13.8,BR,1660790648
420,Cherskiy,68.75,161.3,60.69,40,5,19.71,RU,1660790686
421,Grindavik,63.8424,-22.4338,48.15,93,75,5.75,IS,1660790689
422,Lincoln,40.8,-96.667,75.11,68,0,3.44,US,1660790027
423,Turukhansk,65.8167,87.9833,58.17,62,74,5.14,RU,1660790693
424,Morant Bay,17.8815,-76.4093,83.82,85,10,5.61,JM,1660790696
425,Sobolevo,54.4299,31.8996,62.46,74,42,7.54,RU,1660790698
426,Saldanha,-33.0117,17.9442,51.85,80,47,19.42,ZA,1660790701
427,Gourcy,13.2167,-2.35,73.99,89,96,7.56,BF,1660790703
428,Sayyan,15.1718,44.3244,59.79,75,100,3.76,YE,1660790706
429,Rafrāf,37.1904,10.1837,86.31,83,23,3.44,TN,1660790708
430,Iberia,29.9502,-91.7507,84.27,78,0,4.61,US,1660790711
431,Santiago,-33.4569,-70.6483,51.85,75,40,10.36,CL,1660790558
432,Ayan,56.45,138.1667,58.32,86,99,4.05,RU,1660790715
433,Atar,20.5169,-13.0499,92.59,39,67,5.12,MR,1660790718
434,Araruna,-6.5583,-35.7417,64.98,90,89,12.17,BR,1660790721
435,Pishin,30.5803,66.9961,76.42,56,99,10.87,PK,1660790723
436,Arbagar,51.9438,116.2805,65.77,38,97,6.67,RU,1660790725
437,Umluj,25.0213,37.2685,86.05,69,40,7.54,SA,1660790728
438,wahran,,,,,,,,
439,kusye-aleksandrovskiy,,,,,,,,
440,Chokurdakh,70.6333,147.9167,56.44,54,100,14.23,RU,1660790731
441,college,,,,,,,,
442,Byron Bay,-28.65,153.6167,70.72,52,0,5.41,AU,1660790592
443,Kuusamo,65.9667,29.1833,62.64,100,100,11.5,FI,1660790736
444,Tual,-5.6667,132.75,79.18,75,100,22.01,ID,1660790738
445,Ibrā’,22.6906,58.5334,86.76,45,52,2.86,OM,1660790741
446,Olafsvik,64.8945,-23.7142,49.91,84,100,7.07,IS,1660790743
447,Oktyabr'skiy,54.4815,53.471,59.92,63,20,3.42,RU,1660790746
448,Lázaro Cárdenas,17.9583,-102.2,80.76,77,100,2.21,MX,1660790748
449,bababe,,,,,,,,
450,Ahipara,-35.1667,173.1667,63.79,95,100,22.37,NZ,1660790751
451,Ilhéus,-14.7889,-39.0494,75.02,83,20,8.05,BR,1660790753
452,samalaeulu,,,,,,,,
453,Péruwelz,50.5082,3.5918,64.54,97,100,3.44,BE,1660790756
454,Fortuna,40.5982,-124.1573,61.92,90,100,5.75,US,1660790721
455,Klaksvík,62.2266,-6.589,52.72,93,99,29.15,FO,1660790683
456,Varhaug,58.6147,5.6457,54.95,74,94,9.46,NO,1660790763
457,Laguna,38.421,-121.4238,93.76,35,0,4.61,US,1660790766
458,Kysyl-Syr,63.8986,122.7617,56.32,86,100,4.68,RU,1660790768
459,San Juan,-31.5375,-68.5364,49.93,16,3,15.5,AR,1660790643
460,Tāybād,34.74,60.7756,77.85,21,1,24.87,IR,1660790773
461,Haapiti,-17.5667,-149.8667,73.13,84,100,9.62,PF,1660790776
462,Bulawayo,-20.15,28.5833,55.96,54,1,4.29,ZW,1660790778
463,Stornoway,58.2093,-6.3865,57.16,86,100,14.97,GB,1660790781
464,Saint Simons,31.1352,-81.3901,78.84,90,0,4.61,US,1660790783
465,Indiaroba,-11.5192,-37.5117,69.93,91,66,6.64,BR,1660790785
466,Codrington,-38.2667,141.9667,57.85,73,88,20.02,AU,1660790788
467,Bereda,43.2686,-7.5406,55.42,94,68,2.39,ES,1660790790
468,tsihombe,,,,,,,,
469,Thunder Bay,48.4001,-89.3168,64.38,100,75,1.14,CA,1660790721
470,Turtas,58.9417,69.1325,47.05,85,55,4.83,RU,1660790795
471,Tigil',57.8,158.6667,58.08,86,99,8.08,RU,1660790798
472,Simnas,54.4,23.65,63.52,84,65,4.07,LT,1660790800
473,Dvinskoy,62.1535,45.1175,64.69,78,59,3.04,RU,1660790803
474,Fortuna Foothills,32.6578,-114.4119,101.68,39,40,12.66,US,1660790805
475,Inírida,3.8653,-67.9239,73.13,97,69,2.42,CO,1660790808
476,Raja,8.4596,25.678,67.35,98,100,2.71,SS,1660790810
477,Lugus,5.7036,120.8203,82.83,72,89,5.28,PH,1660790813
478,Mahon,39.8885,4.2658,79.36,78,20,14.97,ES,1660790299
479,Güimar,28.3039,-16.4325,68.68,78,79,13.78,ES,1660790817
480,George Town,5.4112,100.3354,87.89,74,20,6.91,MY,1660790581
481,Zhigansk,66.7697,123.3711,56.05,82,100,1.52,RU,1660790822
482,Moussoro,13.6408,16.4901,75.92,83,100,9.13,TD,1660790825
483,Sept-Îles,50.2001,-66.3821,66.06,54,75,6.91,CA,1660790582
484,Abancay,-13.6339,-72.8814,57.04,82,5,3.96,PE,1660790830
485,Adelaide,-34.9333,138.6,62.22,77,20,18.41,AU,1660790726
486,Warmbad,-28.45,18.7333,47.52,91,59,9.78,NA,1660790834
487,Arlit,18.7369,7.3853,88.79,42,7,6.8,NE,1660790837
488,Eirunepé,-6.6603,-69.8736,74.39,93,62,1.79,BR,1660790839
489,Umeå,63.8284,20.2597,53.91,82,100,9.22,SE,1660790842
490,Baia de Fier,45.1667,23.7667,65.91,68,7,5.86,RO,1660790844
491,Russell,32.3502,-85.1999,75,94,0,3.44,US,1660790728
492,Moerai,-22.4333,-151.3333,71.83,80,100,18.07,PF,1660790849
493,Pangnirtung,66.1451,-65.7125,42.58,82,24,2.17,CA,1660790851
494,Viseu,40.661,-7.9097,50.86,73,0,6.06,PT,1660790854
495,grand river south east,,,,,,,,
496,Bibiani,6.4635,-2.3194,64.78,95,47,2.08,GH,1660790856
497,Derzhavīnsk,51.1,66.3167,59.67,46,87,13.56,KZ,1660790859
498,Banda Aceh,5.5577,95.3222,84.97,66,79,5.23,ID,1660790861
499,Walvis Bay,-22.9575,14.5053,50.09,87,0,1.14,NA,1660790790
500,Murygino,58.7383,49.4582,59.99,88,6,6.11,RU,1660790866
501,Port Blair,11.6667,92.75,84.24,84,40,10.36,IN,1660790868
502,Diffa,13.3154,12.6113,75.24,77,88,9.1,NE,1660790871
503,Airai,-8.9266,125.4092,74.75,31,85,5.61,TL,1660790873
504,Lensk,60.7253,114.9278,55.29,85,92,10.13,RU,1660790876
505,Pombas,17.1503,-25.0201,74.98,75,87,13.67,CV,1660790879
506,Nunguan,7.1283,124.6891,78.93,77,100,2.98,PH,1660790881
507,Bālāghāt,21.8,80.1833,80.1,81,9,4,IN,1660790884
508,Port Elizabeth,-33.918,25.5701,57.49,80,0,16.11,ZA,1660790886
509,Longonjo,-12.9067,15.2533,58.86,70,4,0.43,AO,1660790889
510,Saint-Louis,16.3333,-15,82.42,70,100,14.79,SN,1660790891
511,Kumul,42.8,93.45,74.34,39,0,4.18,CN,1660790852
512,Pueblo Rico,5.2383,-76.0364,64.54,99,91,2.28,CO,1660790896
513,San Patricio,28.017,-97.5169,85.89,76,47,10.69,US,1660790899
514,Mashhad,36.297,59.6062,68.14,37,0,4.61,IR,1660790901
515,Rosetta,31.4044,30.4164,77.9,73,0,9.17,EG,1660790904
516,Mackenzie,55.2999,-123.1698,80.82,41,0,8.05,CA,1660790719
517,naftah,,,,,,,,
518,Alvorada,-12.48,-49.1247,76.37,32,0,3.53,BR,1660790909
519,Sitka,57.0531,-135.33,58.89,94,100,6.91,US,1660790911
520,Eyrarbakki,63.863,-21.1481,48.25,87,100,12.46,IS,1660790913
521,Zastron,-30.3023,27.084,41.18,38,100,4.34,ZA,1660790916
522,Ushtobe,45.2514,77.9838,71.29,19,2,10.92,KZ,1660790918
523,Jumla,29.2747,82.1838,70.48,71,51,2.77,NP,1660790921
524,Conde,-7.2597,-34.9075,72.86,88,20,6.91,BR,1660790923
525,Pacific Grove,36.6177,-121.9166,67.01,89,75,6.91,US,1660790926
526,Kiryat Gat,31.61,34.7642,74.8,100,0,1.28,IL,1660790702
527,Dolisie,-4.1997,12.6739,67.39,85,13,5.46,CG,1660790931
528,Meulaboh,4.1363,96.1285,82.87,71,94,0.78,ID,1660790933
529,Ipixuna,-1.7625,-48.8043,74.34,87,10,4.65,BR,1660790936
530,Hunterville,-39.9333,175.5667,65.55,80,100,6.38,NZ,1660790938
531,Aitape,-3.1374,142.3475,83.57,73,59,2.55,PG,1660790941
532,Shimanovsk,52,127.7,72.09,45,5,10.4,RU,1660790943
533,Necochea,-38.5473,-58.7368,39.94,84,42,12.68,AR,1660790946
534,Mount Isa,-20.7333,139.5,76.77,14,0,9.22,AU,1660790948
535,Aykhal,66,111.5,47.12,92,100,15.75,RU,1660790951
536,Carahue,-38.7,-73.1667,40.37,96,50,2.28,CL,1660790895
537,Kamaishi,39.2667,141.8833,68.43,98,100,1.86,JP,1660790956
538,Kropotkin,45.4375,40.5756,68.7,90,73,5.03,RU,1660790958
539,Cap-aux-Meules,47.3821,-61.8597,66.25,88,100,21.85,CA,1660790744
540,Nova Granada,-20.5339,-49.3142,68.25,44,6,8.05,BR,1660790963
541,Atasū,48.6814,71.6433,61.34,37,19,11.3,KZ,1660790965
542,Sittwe,20.15,92.9,83.66,78,97,18.01,MM,1660790968
543,São João da Barra,-21.6403,-41.0511,71.65,80,0,27.51,BR,1660790853
544,Neiafu,-18.65,-173.9833,79.48,53,40,16.11,TO,1660790807
545,Orzhytsya,49.7918,32.7012,63.77,78,72,4.9,UA,1660790975
546,Bajil,15.0584,43.2851,85.35,57,100,8.23,YE,1660790977
547,suwannaphum,,,,,,,,
548,Marabá,-5.3686,-49.1178,75.38,78,0,2.3,BR,1660790980
549,Vanavara,60.34,102.2797,54.34,83,99,4.85,RU,1660790982
550,Nabire,-3.3667,135.4833,84.6,64,100,3.67,ID,1660790838
551,Ferrol,43.4832,-8.2369,62.28,83,57,7.94,ES,1660790987
552,San Policarpo,12.1791,125.5072,84.58,68,99,7.74,PH,1660790989
553,Mugumu,-1.85,34.7,59.07,69,48,2.91,TZ,1660790992
554,Pauini,-7.7136,-66.9764,76.28,75,2,2.44,BR,1660790995
555,Ilebo,-4.3167,20.5833,68.04,94,33,0.72,CD,1660790997
556,inderborskiy,,,,,,,,
557,Robertson,36.5167,-86.8667,75.88,89,0,0,US,1660790956
558,Shimoda,34.6667,138.95,80.96,93,100,21.16,JP,1660791002
559,Barsovo,61.1667,73.1667,48.33,75,82,5.17,RU,1660791005
560,Ketchikan,55.3422,-131.6461,70.27,78,20,9.22,US,1660791007
561,Manaure,11.7751,-72.4445,82.72,75,0,14.25,CO,1660791010
562,Tonj,7.2737,28.6822,67.8,96,100,4.12,SS,1660791012
563,Bělá pod Bezdězem,50.5012,14.8042,68.25,66,88,3.09,CZ,1660791015
564,Nishihara,26.1842,127.7558,89.26,73,75,14.97,JP,1660791018
565,Rocha,-34.4833,-54.3333,48.7,76,96,10.38,UY,1660791020
566,Hauterive,46.0901,3.4459,57.96,97,98,2.1,FR,1660791023
567,Korgen,66.0771,13.8153,47.17,94,38,0.56,NO,1660791025
568,Arman',59.7,150.1667,61.02,97,100,5.88,RU,1660791028
569,Kalabo,-14.97,22.6814,57.45,36,0,4.05,ZM,1660791030
570,Vila,42.0304,-8.1588,50.7,82,13,6.15,PT,1660791033
571,Cuamba,-14.8031,36.5372,63.46,65,0,4.74,MZ,1660791035
572,Gorontalo,0.5412,123.0595,82.38,76,84,3.89,ID,1660791037
573,Envira,-7.3,-70.2167,74.23,86,2,3.11,BR,1660791040
574,yialos,,,,,,,,
575,St. Pete Beach,27.7253,-82.7412,85.1,73,0,1.01,US,1660791043
576,Jiazi,22.8779,116.067,85.41,71,100,3.27,CN,1660791045
577,Santa Vitória,-18.8386,-50.1214,76.84,34,1,4.5,BR,1660791048
578,Dunedin,-45.8742,170.5036,50.07,93,100,8.25,NZ,1660791050
579,Ucluelet,48.9329,-125.5528,66.7,81,7,7.61,CA,1660791052
580,Iroquois,40.7506,-87.8334,69.06,73,64,6.93,US,1660791055
581,Bambous Virieux,-20.3428,57.7575,67.21,94,75,3.44,MU,1660791057
582,Zilair,52.2332,57.4392,58.48,62,91,9.48,RU,1660791060
583,Chicama,-7.8447,-79.1469,57.74,84,84,5.68,PE,1660790859
584,Kiruna,67.8557,20.2251,41.92,87,100,4.61,SE,1660791065
585,Ancud,-41.8697,-73.8203,40.86,78,10,2.62,CL,1660791067
586,Aztec,36.8222,-107.9929,74.61,68,56,4,US,1660791070
587,Riyadh,24.6877,46.7219,87.94,13,73,11.65,SA,1660790892
588,Vanimo,-2.6741,141.3028,84.22,69,26,3.49,PG,1660791075
589,Kalmunai,7.4167,81.8167,83.23,69,82,4.14,LK,1660791077
590,Goundam,16.4145,-3.6708,81.41,68,92,9.98,ML,1660791080
591,Khon Buri,14.5254,102.2459,85.01,66,44,7.25,TH,1660791082
592,Leer,8.3018,30.1418,68.56,98,96,4.16,SS,1660791085
593,Houma,29.5958,-90.7195,84,83,0,3.44,US,1660790995
594,Okha,53.5739,142.9478,77.4,60,40,14.56,RU,1660791089
595,Jalu,29.0331,21.5482,81.03,39,0,7.36,LY,1660791092
596,skagastrond,,,,,,,,
597,ust-bolsheretsk,,,,,,,,
598,Igrim,63.1906,64.4162,50.63,61,100,8.84,RU,1660791095
599,Betanzos,43.2804,-8.2147,62.1,81,75,1.14,ES,1660791097
600,North Platte,41.1239,-100.7654,71.49,69,0,3,US,1660791100
601,Saint-François,46.4154,3.9054,62.04,94,100,3.44,FR,1660791102
602,zhanatas,,,,,,,,
603,bolungarvik,,,,,,,,
604,Kupang,-10.1667,123.5833,88.38,45,20,14.97,ID,1660791105
605,Bay Saint Louis,30.3088,-89.33,84.27,87,47,8.19,US,1660791107
606,Røros,62.5747,11.3842,42.64,87,100,0,NO,1660791110
607,Riorges,46.0418,4.0497,62.04,97,100,2.98,FR,1660791112
608,Taoudenni,22.6783,-3.9836,88.84,46,65,14.88,ML,1660791115
609,Belaya Gora,68.5333,146.4167,57.33,69,99,8.37,RU,1660791117
610,Burnie,-41.0667,145.9167,53.94,88,93,22.06,AU,1660791120
611,Ciudad Bolivar,8.1222,-63.5497,80.17,68,23,11.25,VE,1660791122
612,Sinjār,36.3209,41.8754,83.14,38,0,6.38,IQ,1660791125
